URL,HUB_SCORE,TAG,
www.mayo.edu/research/centers-programs/cancer-research/faculty-staff,1.97E-67,1,
www.harvard.edu/faculty,1.97E-67,0,
www.ucsfhealth.org/ralph.gonzales,1.97E-67,2,
mayoclinic.pure.elsevier.com/en/persons/bashar-a-aqel,1.97E-67,2,
mayoclinic.pure.elsevier.com/en/persons/roberta-h-adams,1.97E-67,2,
www.mayomedicallaboratories.com/test-catalog/alphabetical/R,9.05E-69,2,
mayoclinic.pure.elsevier.com/en/persons/karen-elaine-hedin,7.12E-69,2,
www.mayo-clinic-jobs.com/key/physician-assistant-jacksonville-fl.html,7.12E-69,1,
www.mayomedicallaboratories.com/test-catalog/alphabetical/E,5.01E-70,0,
www.mayo.edu/research/centers-programs/epidemiology-lymphoma-leukemia-research-program/faculty-staff,2.18E-70,1,
mayoclinic.pure.elsevier.com/en/persons/matthew-t-auton,2.18E-70,2,
www.mskcc.org/departments/psychiatry-behavioral-sciences/faculty,2.18E-70,1,
www.mayo.edu/research/centers-programs/rehabilitation-medicine-research-center/publications,4.47E-71,0,
www.mayo.edu/research/centers-programs/robert-d-patricia-e-kern-center-science-health-care-delivery/publications,3.92E-71,0,
www.mayo.edu/research/centers-programs/alzheimers-disease-research-center/publications/research-publications,3.86E-71,0,
www.mayo.edu/research/centers-programs/todd-karen-wanek-family-program-hypoplastic-left-heart-syndrome/publications,3.41E-71,0,
www.mayo.edu/research/centers-programs/traumatic-brain-injury-program/publications,2.22E-71,0,
www.mayo.edu/research/centers-programs/physician-well-being-program/publications,2.01E-71,0,
www.mayo.edu/research/centers-programs/nicotine-dependence-center/research-program/publications,1.94E-71,0,
www.mayo.edu/research/centers-programs/center-advanced-imaging-research/publications,1.55E-71,0,
www.mayo.edu/research/faculty/kennedy-richard-b-ph-d/bio-00027442,1.47E-71,2,
www.mayo.edu/research/centers-programs/colon-cancer-family-registry/publications,1.40E-71,0,
www.mayo.edu/research/centers-programs/ct-clinical-innovation-center/publications,1.39E-71,0,
www.mayo.edu/research/labs/applied-neuroradiology/publications,1.39E-71,0,
www.mayo.edu/research/faculty/maddox-daniel-e-m-d/bio-20095783,1.31E-71,2,
www.mayoclinic.org/biographies/hensrud-donald-d-m-d-m-p-h/bio-20053543,1.24E-71,2,
www.mayo.edu/research/centers-programs/translational-polycystic-kidney-disease-pkd-center/publications,1.24E-71,0,
www.mayo.edu/research/labs/advanced-medical-imaging-technology/publications,8.31E-72,0,
www.mayo.edu/research/faculty/ehlers-shawna-l-ph-d-l-p/bio-00094056,5.80E-72,2,
mayoclinic.pure.elsevier.com/en/persons/maria-m-aguilar,5.51E-72,2,
mayoclinic.pure.elsevier.com/en/persons/christopher-p-appleton,5.51E-72,2,
www.mayoclinic.org/biographies/hagen-philip-t-m-d/bio-20053502,5.48E-72,2,
www.mayo.edu/research/centers-programs/morris-k-udall-parkinsons-disease-center/publications,5.48E-72,0,
mayoresearch.mayo.edu/mayo/research/center-for-individualized-medicine/publications.asp,1.96E-72,0,
www.mskcc.org/blog/summer-fellowship-gives-medical-students-tools-become-physician-scientists,1.13E-73,0,
www.mayo.edu/research/centers-programs/epidemiology-genetics-lung-cancer-program/faculty-staff,1.13E-73,1,
university.asco.org/focus-under-forty,1.13E-73,0,
www.mayo.edu/research/centers-programs/center-immunology-immune-therapies/faculty-staff,1.13E-73,1,
www.mayo-clinic-jobs.com/go/Advanced-Practitioner-Provider-Jobs/156564,1.13E-73,0,
mayoclinic.pure.elsevier.com/en/persons/charles-howard-adler,1.83E-75,2,
giving.mskcc.org/meet-physician-scientists,1.83E-75,0,
www.mayo.edu/research/centers-programs/center-regenerative-medicine/about/faculty-staff,1.83E-75,1,
hms.harvard.edu/departments/academy/pedagogy-pathways-curriculum-series,1.83E-75,0,
mayoclinic.pure.elsevier.com/en/persons/robert-r-auger,1.83E-75,2,
www.mskcc.org/departments/laboratory-medicine/faculty,1.83E-75,1,
www.ucsfhealth.org/doctors_and_clinics/features,1.83E-75,1,
www.ucsfhealth.org/clinics/emergency_department,2.27E-77,1,
hsdm.harvard.edu/hsdm-people,2.27E-77,1,
livinggreen.ucsf.edu/3.676,2.27E-77,0,
hms.harvard.edu/departments/introduction-clinical-research-training/faculty,2.27E-77,1,
ce.mayo.edu/nurse-practitioners-and-physician-assistants/group/nurse-practitioners-and-physician-assistants,2.27E-77,0,
www.mayo.edu/research/centers-programs/center-cell-signaling-gastroenterology-c-sig/about/faculty,2.27E-77,1,
www.hopkinsmedicine.org/faculty_pt,2.09E-79,0,
www.mskcc.org/doctor,2.09E-79,1,
nursing.ucsf.edu/resources/staff-resources,2.09E-79,1,
www.mayo.edu/office-for-diversity/meet-us/physician-scientist-champions,2.09E-79,1,
www.universityofcalifornia.edu/news/faculty-and-staff,2.09E-79,1,
student.collegeboard.org/css-financial-aid-profile,2.09E-79,0,
www.mayo.edu/research/centers-programs/rehabilitation-medicine-research-center/faculty-staff,2.09E-79,1,
pcrf-kids.org,2.09E-79,0,
www.ucsfbenioffchildrens.org/clinics/primary_care,2.09E-79,0,
dentistry.ucsf.edu,2.24E-81,0,
www.library.ucsf.edu/ask-an-expert/faculty,1.35E-81,0,
www.harvard.edu/staff,1.35E-81,0,
it.ucsf.edu/a-z_list,1.35E-81,0,
dentistry.ucsf.edu/admissions/graduate-programs-phd,1.85E-82,0,
www.mskcc.org/research-areas/faculty-staff,5.85E-84,1,
mayoclinic.pure.elsevier.com/en/persons/karen-l-andrews,5.85E-84,2,
www.countway.harvard.edu/about/who-can-use-countway,5.85E-84,0,
www.ucsfhealth.org/clinics/primary_care,5.85E-84,0,
newsnetwork.mayoclinic.org/blogtag/dr-abba-zubair,5.85E-84,2,
www.mskcc.org/research-advantage/researcher-interviews,5.85E-84,0,
medschool.ucsf.edu/news,3.15E-86,0,
www.campdream.org,1.58E-86,0,
mayoclinichealthsystem.org/providers,1.58E-86,1,
www.ucsfbenioffchildrens.org/clinics/childrens_emergency,1.58E-86,0,
www.hopkinsmedicine.org/news/media/releases/2013,1.58E-86,0,
www.facs.org/institute/9410,1.58E-86,0,
www.ucsfbenioffchildrens.org/clinics/family_medicine_at_lakeshore,1.58E-86,0,
policy.ucop.edu/manuals/personnel-policies-for-staff-members.html,1.58E-86,0,
newsnetwork.mayoclinic.org/blogtag/dr-william-freeman,1.58E-86,0,
www.ucsf.edu/pulse?page=6%2C0%2C1,3.12E-87,0,
diversity.ucsf.edu,2.45E-89,0,
www.mayo.edu/research/centers-programs/translational-polycystic-kidney-disease-pkd-center/faculty-staff,2.41E-89,1,
www.hopkinsmedicine.org/fac_development,2.41E-89,0,
www.ucdavis.edu/news,2.41E-89,0,
medschool.ucsf.edu/staff,2.41E-89,0,
accelerate.ucsf.edu/funding/career-development-awards,2.41E-89,0,
graduate.ucsf.edu/faculty-and-administrators,2.41E-89,0,
www.mayoclinic.org/medical-professionals/sign-up-email-newsletters/cancer-physician-update-electronic-edition,2.41E-89,0,
calendar.ucsf.edu/ucsf_faculty-alumni_house_91,2.41E-89,0,
diversity.ucsf.edu/community/awards,1.64E-89,0,
diversity.ucsf.edu/community/awards/3297581,4.11E-90,0,
chancellor.ucsf.edu/campus-leadership/chancellor-awards,2.73E-90,0,
www.mayomedicallaboratories.com/test-catalog/alphabetical/T,5.20E-92,0,
doctors.dana-farber.org/search.asp?last_name=N,1.87E-92,1,
www.mayoclinic.org/jobs/physicians-scientists/mayo-culture/physician-stories,1.87E-92,1,
fa.hms.harvard.edu/preclinical-and-clinical-departments,1.87E-92,0,
www.mayoclinic.org/medical-professionals/sign-up-email-newsletters/psychiatry-psychology-physician-update-electronic-edition,1.87E-92,0,
www.hopkinsmedicine.org/news/media/staff,1.87E-92,0,
www.hopkinsmedicine.org/news/media/releases/2007,1.87E-92,0,
www.hopkinsmedicine.org/news/media/releases/2011,1.87E-92,0,
www.ucsfalumni.org/s/1420/index.aspx?gid=1001&pgid=965&sid=1420&no_cookie=1,1.87E-92,0,
www.mayoclinic.org/tests-procedures/biophysical-profile/basics/definition/prc-20020015,1.87E-92,0,
www.mayo.edu/research/faculty/chute-christopher-g-m-d-dr-p-h/bio-20212214,1.87E-92,2,
www.mayomedicallaboratories.com/test-catalog/alphabetical/C,1.87E-92,0,
www.mayomedicallaboratories.com/test-catalog/alphabetical/Z,6.41E-93,0,
doctors.dana-farber.org/search.asp?last_name=T,2.26E-95,1,
www.partners.org,6.21E-96,0,
hls.harvard.edu,6.21E-96,0,
chembio.triiprograms.org,6.21E-96,0,
compbio.triiprograms.org,6.21E-96,0,
www.gse.harvard.edu,6.21E-96,0,
www.mayomedicallaboratories.com/test-catalog/Overview/81418,6.21E-96,0,
doctors.dana-farber.org/search.asp?last_name=J,6.21E-96,1,
www.pcori.org,6.21E-96,0,
www.ucsfbenioffchildrens.org/education,6.21E-96,0,
www.hopkinsmedicine.org/research/labs/christopher-potter-lab,6.21E-96,0,
www.bme.jhu.edu,6.21E-96,0,
www.hopkinsmedicine.org/news/experts_in_the_news,6.21E-96,0,
www.mayoclinic.org/departments-centers/preventive-occupational-aerospace-medicine/physician-health-center,6.21E-96,0,
www.mayomedicallaboratories.com/test-catalog/Overview/57102,6.21E-96,0,
senate.ucsf.edu,6.21E-96,0,
blog.dana-farber.org/insight/2014/01/cancer-immunology-at-dana-farber,3.16E-96,0,
www.bidmc.org/Research/Research-Centers/InstituteRNAMedicine.aspx,3.80E-99,0,
www.law.asu.edu/?id=392,7.07E-100,0,
postdocs.ucsf.edu/faculty,7.07E-100,0,
diversity.ucsf.edu/diversity-hub?population%5B%5D=UCSF+Faculty&population%5B%5D=UCSF+Staff,7.07E-100,0,
www.mayomedicallaboratories.com/test-catalog/alphabetical/F,7.07E-100,0,
www.sanfrancisco.va.gov/about/index.asp,7.07E-100,0,
hms.harvard.edu/departments/medical-education,7.07E-100,0,
www.ucsfalumni.org/s/1420/index2.aspx?gid=1001&pgid=953&sid=1420&no_cookie=1,7.07E-100,0,
hr.ucsf.edu/hr.php?AT=cm&S=Compensation&org=c,7.07E-100,0,
doctors.dana-farber.org/search.asp?last_name=R,7.07E-100,1,
gradschool.weill.cornell.edu,7.07E-100,0,
www.hopkinsmedicine.org/news/media/releases/2015,7.07E-100,0,
doctors.dana-farber.org/search.asp?last_name=P,7.07E-100,1,
advancingthescience.mayo.edu/2017/05/02/meet-the-researcher-alex-adjei-m-d-ph-d-the-power-of-hope,7.07E-100,0,
fa.hms.harvard.edu,7.07E-100,0,
www.mayo.edu/research/centers-programs/cardiovascular-research-center/about/faculty-staff,7.07E-100,1,
postdoc.hms.harvard.edu/harvard-affiliates,6.17E-100,0,
www.mayomedicallaboratories.com/test-catalog/Overview/83094,2.24E-102,0,
www.mayomedicallaboratories.com/test-catalog/Overview/83092,9.28E-103,0,
accelerate.ucsf.edu/user/login,1.98E-104,0,
accelerate.ucsf.edu,1.98E-104,0,
www.canceradvocacy.org,1.98E-104,0,
www.dana-farber.org/Research/Departments-and-Centers/Blood-Cancer-Research-Partnership.aspx,1.98E-104,0,
www.mayoclinic.org/jobs/career-profiles/physician-assistant/overview,1.98E-104,0,
www.ucsfhealth.org/clinics/family_medicine_at_lakeshore,1.98E-104,0,
www.mass.gov/eohhs/gov/departments/borim,1.98E-104,0,
www.fresno.ucsf.edu,1.98E-104,0,
www.mskcc.org/cancer-care/doctors/mario-leitao-jr,1.98E-104,2,
hds.harvard.edu,1.98E-104,0,
www.mskcc.org/blog/inspired-patient-doctor-finds-answers-devastating-cancer-complication,1.98E-104,0,
www.iwmf.com,1.98E-104,0,
career.ucsf.edu/academic-careers,1.98E-104,0,
cellbio.med.harvard.edu,1.98E-104,0,
www.hopkinsmedicine.org/news/media/releases/2008,1.98E-104,0,
www.hopkinsmedicine.org/news/media/releases/2010,1.98E-104,0,
hms.harvard.edu/departments/academy,1.98E-104,0,
www.hopkinsmedicine.org/research/about-faculty,1.98E-104,0,
healthsmart.com/healthSmartcustomers/member-service-locator.aspx,1.98E-104,0,
www.dana-farber.org/Adult-Care/Treatment-and-Support/Non-Small-Cell-Lung-Cancer/How-We-Treat-Non-Small-Cell-Lung-Cancer.aspx,1.98E-104,0,
www.mayomedicallaboratories.com/test-catalog/Overview/83099,1.98E-104,0,
neuroscience.jhu.edu,1.98E-104,0,
www.mayo.edu/research/centers-programs/physician-well-being-program/overview,1.98E-104,0,
newsnetwork.mayoclinic.org/discussion/mayo-clinic-radio-fda-cracks-down-on-bogus-cancer-treatments,1.98E-104,0,
studenthealth.ucsf.edu,1.98E-104,0,
inbt.jhu.edu,1.98E-104,0,
www.pathology.ucsf.edu/clinical/pct/pct-index.html,1.98E-104,0,
www.hms.harvard.edu/pallcare,1.98E-104,0,
www.mayomedicallaboratories.com/test-catalog/alphabetical/S,1.98E-104,0,
www.ucsfbenioffchildrens.org/news,1.98E-104,0,
diversity.ucsf.edu/community/awards/3297581/award-recipients,1.98E-104,0,
www.mayomedicallaboratories.com/test-catalog/Overview/88800,1.98E-104,0,
www.mayoclinic.org/medical-professionals/publications,7.31E-108,0,
www.mayoclinic.org,6.52E-108,0,
www.mayo-clinic-jobs.com/go/Postdoctoral-Temporary-Research/343401/?utm_campaign=PostDocResearch&utm_source=careersite,3.93E-108,0,
www.mayoclinic.org/medical-professionals/sign-up-email-newsletters/pediatrics-physician-update-electronic-edition,3.14E-108,0,
news.aamc.org/diversity/article/black-history-month-facts-and-figures/?utm_campaign=AAMCNews030817&utm_medium=email&utm_source=newsletter,2.21E-108,0,
www.hopkinsmedicine.org,2.21E-108,0,
www.aamc.org,1.36E-108,0,
www.hopkinsmedicine.org/Research/centers.html,5.21E-109,0,
www.scripps.edu,8.18E-110,0,
www.dana-farber.org/Adult-Care/Treatment-and-Support/Treatment-Centers-and-Clinical-Services/Gynecologic-Cancer-Treatment-Center/Beyond-Gynecologic-Cancer--Celebrating-Survivorship.aspx,8.18E-110,0,
www.mayo.edu/office-for-diversity/meet-us/our-staff,8.18E-110,1,
web.jhu.edu/administration/provost/diversity_roadmap,8.18E-110,0,
projects.iq.harvard.edu/rshm/people/gregory-l-fricchione-md,8.18E-110,2,
www.dana-farber.org/Health-Library/Cancer-Conversations.aspx,8.18E-110,0,
www.hopkinsmedicine.org/news/media/releases/2009,8.18E-110,0,
www.idsociety.org/Index.aspx,8.18E-110,0,
hsdm.harvard.edu/event/seminar-series-dr-john-ahern,8.18E-110,0,
www.abms.org/board-certification/a-trusted-credential/built-upon-professional-standards,8.18E-110,0,
orwh.od.nih.gov/career/mentored/bircwh,8.18E-110,0,
www.ucsf.edu/news/2017/05/406881/3-ucsf-faculty-elected-national-academy-sciences-2017,8.18E-110,0,
www.ucsfbenioffchildrens.org/doctors_and_clinics/features,8.18E-110,0,
www.mayomedicallaboratories.com/test-catalog/Overview/62063,8.18E-110,0,
it.ucsf.edu/services,8.18E-110,0,
www.mayo-clinic-jobs.com/key/nurse-practitioner-.html,8.18E-110,0,
services.aamc.org/fed_loan_pub/index.cfm?CFID=1&CFTOKEN=C1740D10-F3B2-2DF7-636CD6636C2B28B9&fuseaction=public.welcome,8.18E-110,0,
www.mayo-clinic-jobs.com/topjobs/1000,8.18E-110,0,
www.lifespan.org/centers-services/lifespan-cancer-institute,8.18E-110,0,
www.dana-farber.org/Newsroom/News-Releases/September-is-Ovarian-Cancer-Awareness-Month.aspx,8.18E-110,0,
college.harvard.edu,8.18E-110,0,
www.dana-farber.org/About-Us/Satellite-Locations/Dana-FarberBrigham-and-Women-s-Cancer-Center-at-Milford-Regional-Medical-Center.aspx,8.18E-110,0,
career.ucsf.edu/staff,8.18E-110,0,
hr.ucsf.edu/hr.php?AT=cm&S=Benefits&org=c,8.18E-110,0,
www.mayoclinic.org/biographies/freeman-william-d-m-d/bio-20054822,8.18E-110,2,
hst.harvard.edu,8.18E-110,0,
www.directory.harvard.edu,8.18E-110,0,
hsdm.harvard.edu/phd-biological-sciences-dental-medicine,8.18E-110,0,
www.nursecredentialing.org/magnet.aspx,8.18E-110,0,
www.mayomedicallaboratories.com/test-catalog/Overview/62062,8.18E-110,0,
www.mayomedicallaboratories.com/test-catalog/Overview/83671,8.18E-110,0,
www.cancer.gov/grants-training/grants/contacts,8.18E-110,0,
woolleylab.ucsf.edu,8.18E-110,0,
hsdm.harvard.edu/brittany-seymour,8.18E-110,0,
www.mayoclinic.org/biographies/aslam-nabeel-m-d/bio-20055363,8.18E-110,2,
www.mbg.jhmi.edu,8.18E-110,0,
www.mayo-clinic-jobs.com/go/Nurse-Practitioner-&-Physician-Assistant/2390400,8.18E-110,0,
www.populationmedicine.org,8.18E-110,0,
www.ucsfhealth.org/clinics/primary_care_at_china_basin,8.18E-110,0,
www.ucsfbenioffchildrens.org/clinics/primary_care_at_laurel_village,8.18E-110,0,
www.mayo-clinic-jobs.com/viewalljobs/150,8.18E-110,0,
"www.dana-farber.org/Health-Library/Ask-the-expert--Q---A-on-uterine,-ovarian,-and-cervical-cancer.aspx",8.18E-110,0,
www.emmc.org/Cancer-Care.aspx,8.18E-110,0,
www.jhsph.edu/faculty/directory/profile/3316/ho-lam-tang,4.31E-112,2,
www.jhsph.edu/research/centers-and-institutes/center-for-adolescent-health,2.66E-112,0,
www.mayoclinic.org/biographies/allen-summer-v-m-d/bio-20055381,3.58E-114,2,
scienceofcaring.ucsf.edu/soc-profiles,3.58E-114,0,
scienceofcaring.ucsf.edu/focus-people-and-sense-we,1.09E-114,0,
www.mayo.edu/research/faculty/allen-summer-v-m-d/bio-20246265,1.09E-114,2,
blog.dana-farber.org/insight/contributors,3.15E-116,0,
www.mayomedicallaboratories.com/test-catalog/Overview/81067,2.10E-116,0,
www.mayomedicallaboratories.com/test-catalog/Overview/62058,2.10E-116,0,
www.himssconference.org,2.10E-116,0,
www.mayomedicallaboratories.com/test-catalog/Overview/75162,2.10E-116,0,
www.mayomedicallaboratories.com/test-catalog/Overview/83093,2.10E-116,0,
www.mayomedicallaboratories.com/test-catalog/Overview/39858,2.10E-116,0,
www.mayomedicallaboratories.com/test-catalog/Overview/91193,2.10E-116,0,
globalhealthsciences.ucsf.edu,2.10E-116,0,
hr.ucsf.edu/hr.php?AT=cm&S=Shared+Services&org=c,2.10E-116,0,
www.mayomedicallaboratories.com/test-catalog/Overview/82426,2.10E-116,0,
www.mayomedicallaboratories.com/test-catalog/Overview/61853,2.10E-116,0,
www.mayomedicallaboratories.com/test-catalog/Overview/62051,2.10E-116,0,
www.mayoclinic.org/biographies/jensen-michael-d-m-d/bio-20053593,2.10E-116,2,
www.mayoclinic.org/biographies/alexander-jeffrey-a-m-d/bio-20053047,2.10E-116,2,
